filtered_text,Label,text_length,presence_of_digit
you do what all you like,0,6,0
y we haf to combine n c how lor,0,9,0
the monthly amount is not that terrible and you will not pay anything till 6months after finishing school,0,18,1
hmmm how many players selected,0,5,0
they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation,0,22,2
i dont can you send it to me plus mode,0,10,0
aiyo please got time meh,0,5,0
package all your programs well,0,5,0
she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 her who was fated 4 d shoranur train incident lets hold our hands together and amp fuelled by love and amp concern prior 2 her grief and amp pain pls join in dis chain and amp pass it stop violence against women,0,59,4
so are you guys asking that i get that slippers again or its gone with last year,0,17,0
company is very good environment is terrific and food is really nice,0,12,0
text82228 get more ringtones logos and games from www txt82228 com questions info txt82228 co uk,1,16,3
honestly just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,0,23,0
yup but not studying surfing lor ii am in e lazy mode today,0,13,0
please sen my kind advice please come here and try,0,10,0
ii am done c there,0,5,0
oh fine i will be by tonight,0,7,0
give me some time to walk there,0,7,0
i will reach in ard 20 mins ok,0,8,1
freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop 80122300p wk sp rwm ph 08704050406,1,27,2
fuck babe what happened to you how come you never came back,0,12,0
this message is brought to you by gmw ltd and is not connected to the,1,15,0
some friends want me to drive em someplace probably take a while,0,12,0
i also thk too fast xy suggest one not me u dun wan ok going 2 rain leh where got gd,0,21,1
are you still getting the goods,0,6,0
and maybe some pressies,0,4,0
yeah i am so i will leave maybe 7ish,0,9,1
k k ii am also fine when will you complete the course,0,12,0
under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words,0,28,1
i told her i had a dr appt next week she thinks ii am gonna die i told her its just a check nothing to be worried about but she listen,0,31,0
you in your room i need a few,0,8,0
i dont want to hear anything,0,6,0
hey for me there is no leave on friday wait i will ask my superior and tell you,0,18,0
ultimately tor motive tui achieve korli,0,6,0
from 5 to 2 only my work timing,0,8,2
and worry have finished by march ish,0,7,0
the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,0,24,0
congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,1,26,7
your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video,1,30,3
now thats going to ruin your thesis,0,7,0
in sch but neva mind u eat 1st lor,0,9,1
hey whats up u sleeping all morning,0,7,0
erm i thought the contract ran out the4th of october,0,10,1
i dunno until when lets go learn pilates,0,8,0
u are subscribed to the best mobile content service in the uk for per ten days until you send stop to 83435 helpline 08706091795,1,24,2
yup ii am elaborating on the safety aspects and some other issues,0,12,0
3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 50 each,1,27,6
goodmorning today i am late for 1hr,0,7,1
hi happy birthday hi hi hi hi hi hi hi,0,10,0
i will be outside office take all from there,0,9,0
if you do not respond imma assume still asleep and imma start calling n shit,0,15,0
aight see you in a bit,0,6,0
my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it,0,29,0
join the horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nyt ec2a 3lp msg 150p,1,28,5
lol i have to take it member how i said my aunt flow visit for 6 months cause i developed ovarian cysts bc is the only way to shrink them,0,30,1
still work going on it is very small house,0,9,0
my friend just got here and says upping his order by a few grams got and lt and gt when can you get here,0,24,0
tmr timin still da same wat cos i got lesson until 6,0,12,1
the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,0,25,0
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 50 sp tyrone,1,27,2
no ii am not gonna be able to too late notice i will be home in a few weeks anyway what are the plans,0,24,0
got fujitsu ibm hp toshiba got a lot of model how to say,0,13,0
okie thanx,0,2,0
gosh that what a pain spose i better come then,0,10,0
as usual iam fine happy and amp doing well,0,9,0
okie,0,1,0
so when you gonna get rimac access,0,7,0
at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late,0,18,2
you call times job today ok umma and ask them to speed up,0,13,0
u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk,0,30,2
r u and sam p in eachother if we meet we can go 2 my house,0,16,1
yeah lol luckily i have a starring role like you,0,10,0
hello madam how are you,0,5,0
awesome text me when restocked,0,5,0
as usual iam fine happy and amp doing well,0,9,0
knock knock txt whose there to 80082 to enter r weekly draw 4 a gift voucher 4 a store of yr choice t and cs www tkls com age16 to 50 week,1,32,5
yes all innocent fun o,0,5,0
thanks for sending this mental ability question,0,7,0
sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,0,51,0
2marrow only wed at and lt and gt to 2 aha,0,11,2
i went to ur hon lab but no one is there,0,11,0
i cant pick the phone right now pls send a message,0,11,0
hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper,0,13,3
forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min,1,28,4
how come,0,2,0
lol nah too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,0,27,0
ok lor,0,2,0
ii am coming home 4 dinner,0,6,1
s da al r above and lt and gt,0,9,0
free ring tone just text to 87131 then every week get a new tone 0870737910216yrs only 50 wk,1,18,3
unni thank you dear for the recharge rakhesh,0,8,0
i know ii am lacking on most of this particular details but for the most part ii am not worried about that,0,22,0
haha they cant what at the most tmr forfeit haha so how,0,12,0
hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks,0,34,1
no way ii am going back there,0,7,0
urgent your mobile no 077xxx won a 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,1,28,10
i will cal you sir in meeting,0,7,0
what i love to hear v see you sundayish then,0,10,0
sorry da thangam very very sorry i am held up with prasad,0,12,0
tiwary to rcb battle between bang and kochi,0,8,0
thank god they are in bed,0,6,0
no i do not have cancer moms making a big deal out of a regular checkup aka pap smear,0,19,0
am in gobi arts college,0,5,0
why she wants to talk to me,0,7,0
pandy joined 4w technologies today he got job,0,8,1
you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1,25,6
they can try they can get lost in fact tee hee,0,11,0
hi you just spoke to maneesha v we would like to know if you were satisfied with the experience reply toll free with yes or no,0,26,0
my friends use to call the same,0,7,0
sorry i will call later,0,5,0
em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,0,19,0
it s a taxt massage argh ok lool,0,8,0
hi can i please get a and lt and gt dollar loan from you i ll pay you back by mid february pls,0,23,0
you might want to pull out more just in case and just plan on not spending it if you can i do not have much confidence in derek and money management,0,31,0
do you like shaking your booty on the dance floor,0,10,0
text me when you get off do not call my phones having problems,0,13,0
no need for the drug anymore,0,6,0
sorry da i was thought of calling you lot of times lil busy i will call you at noon,0,19,0
its sarcasm nt scarcasim,0,4,0
great i have to run now so ttyl,0,8,0
feel like trying kadeem again v,0,6,0
dai and lt and gt naal eruku,0,7,0
not yet chikku wat abt u,0,6,0
ok,0,1,0
want to finally have lunch today,0,6,0
do you know when dad will be back,0,8,0
hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,1,29,0
8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,1,36,10
he remains a bro amongst bros,0,6,0
r u meeting da ge at nite tmr,0,8,0
was a nice day and impressively i was sensible went home early and now feel fine or am i just boring yours i remember,0,24,0
why de you looking good only,0,6,0
wanna get laid 2nite want real dogging locations sent direct to ur mobile join the largest dogging network txt park to 69696 now nyt ec2a 3lp 50 msg,1,28,5
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,25,1
yes they replied my mail ii am going to the management office later plus will in to bank later also or on wednesday,0,23,0
cool i will come by like and lt and gt ish,0,11,0
super msg da nalla timing,0,5,0
good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen,0,28,0
i am 6 ft we will be a good combination,0,10,1
ii am sick ii am needy i want you pouts stomps feet where are you pouts stomps feet i want my slave i want him now,0,26,0
am on a train back from northampton so ii am afraid not,0,12,0
where in abj are you serving are you staying with dad or alone,0,13,0
was playng 9 doors game and gt racing on phone lol,0,11,1
new tones this week include 1 ab 2 sara 3 will to order follow instructions on next message,1,18,3
solve d case a man was found murdered on and lt decimal and gt and lt and gt afternoon 1 his wife called police 2 police questioned everyone 3 wife sir i was sleeping when the murder took place 4 cook i was cooking 5 gardener i was picking vegetables 6 i went 2 d post office 7 children we went 2 play 8 neighbour we went 2 a marriage police arrested d murderer immediately it reply with reason if u r brilliant,0,83,11
ii am on da bus going home,0,7,0
i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,0,22,0
ii am okay chasing the dream good what are you doing next,0,12,0
yupz oredi booked slots 4 my weekends liao,0,8,1
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,1,27,3
there r many model sony ericson also der and lt and gt it luks good bt i forgot modl no,0,20,0
okie,0,1,0
yes i know the cheesy songs from frosty the snowman,0,10,0
ya ok vikky vl c witin and lt and gt mins and il reply u,0,15,0
sports fans get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216 norm 4txt 120p,1,31,6
hey tmr meet at bugis 930,0,6,1
urgent urgent we have 800 free flights to europe to give away call b4 10th sept and take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,1,29,7
all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,0,20,0
hey sexy buns what of that day no word from you this morning on ym i think of you,0,19,0
and whenever you and i see we can still hook up too,0,12,0
nope but ii am going home now then go pump petrol lor like going 2 rain soon,0,17,1
can you use foreign stamps for whatever you send them off for,0,12,0
from 88066 lost help,1,4,1
oh baby of the house how come you dont have any new pictures on facebook,0,15,0
feb and lt and gt is love day send dis to all ur valued evn me if 3 comes back u will gt married d person u luv if u ignore dis u will lose ur luv 4 evr,0,39,2
hiya sorry hav signal i seen or heard from and neither has which is unusual in itself i will put on the case and get him to sort it out hugs and snogs,0,33,0
omw back to tampa from west palm you hear what happened,0,11,0
yup no more already thanx 4 printing n handing it up,0,11,1
freemsg fancy a flirt reply date now and join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply date now,1,29,2
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,0,26,0
s now only i took tablets reaction morning only,0,9,0
great new offer double mins and double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt t and cs,1,30,4
nah ii am a perpetual dd,0,6,0
sorry de i went to shop,0,6,0
hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2you co uk,1,19,3
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0,34,0
hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,0,23,0
nope ii am not drivin i neva develop da photos lei,0,11,0
i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,0,19,0
cool i am and lt and gt inches long hope you like them big,0,14,0
is the murderer coz the man was murdered on and lt and gt th january as public holiday all govt instituitions are closed including post office understand,0,27,0
okie thanx,0,2,0
18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222,1,25,3
go where n buy juz buy when we get there lar,0,11,0
ok lor,0,2,0
ii am working technical support voice process,0,7,0
justbeen overa week since we broke up and already our brains are going to mush,0,15,0
tunde how are you doing this is just wishing you a great day abiola,0,14,0
nope c then,0,3,0
no but we will do medical missions to nigeria,0,9,0
no i am not having not any movies in my laptop,0,11,0
whatsup there dont u want to sleep,0,7,0
urgent please call 09066612661 from landline cash or a luxury 4 canary islands holiday await collection t and cs sae award 20m12aq 150ppm 16,1,24,6
urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or cash await collection ppm 150 sae t and cs james 28 eh74rr,1,28,5
i havent lei next mon can,0,6,0
mm feeling sleepy today itself i shall get that dear,0,10,0
how dare you stupid i wont tell anything to you hear after i wont talk to you,0,17,0
do noe if ben is going,0,6,0
can you do a mag meeting this avo at some point,0,11,0
i meant middle left or right,0,6,0
really i crashed out cuddled on my sofa,0,8,0
hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,0,22,0
i sent you the prices and do you mean the and lt and gt g,0,15,0
are you this much buzy,0,5,0
nothing can,0,2,0
i do not know u and u do not know me send chat to 86688 now and find each other only 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 years or over,1,34,7
no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,0,23,0
but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,0,32,0
tick tick tick babe,0,4,0
r going 4 meeting,0,4,1
k da how many page you want,0,7,0
ya had just now onion roast,0,6,0
send his number and give reply tomorrow morning for why you said that to him like that ok,0,18,0
you said not now no problem when you can let me know,0,12,0
ok but tell me half an hr b4 u come i need 2 prepare,0,14,2
play w computer aiyah i tok 2 u lor,0,9,1
sat right okay thanks,0,4,0
derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,0,26,0
ok chinese food on its way when i get fat paying for my lipo,0,14,0
we r outside already,0,4,0
have a good trip watch out for remember when you get back we must decide about easter,0,17,0
yo we are watching a movie on netflix,0,8,0
what time out until prob 3 or so,0,8,1
can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,0,20,0
i dont thnk its a wrong calling between us,0,9,0
i am not sure about night menu i know only about noon menu,0,13,0
arr birthday today i wish him to get more oscar,0,10,0
say this slowly god i love you and amp i need you clean my heart with your blood send this to ten special people and amp u c miracle tomorrow do it pls pls do it,0,36,0
open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,0,39,0
and picking them up from various points,0,7,0
married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1,27,6
wow v v impressed have funs shopping,0,7,0
i am on the way to ur home,0,8,0
burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with and walk out a winner,1,27,2
no problem talk to you later,0,6,0
then ur sis how,0,4,0
still in customer place,0,4,0
how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,1,27,0
dude u knw also telugu thts gud k gud nyt,0,10,0
we confirm eating at esplanade,0,5,0
send me your id and password,0,6,0
kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,0,22,0
for ur chance to win a cash every wk txt action to 80608 and www movietrivia tv custcare 08712405022 1x150p wk,1,21,4
well i might not come then,0,6,0
long after i quit i get on only like 5 minutes a day as it is,0,16,1
then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,0,18,0
well at this right ii am gonna have to get up and check steam sales pee so text me when you want me to come get you,0,27,0
just arrived see you in a couple days and lt 3,0,11,1
k wat s tht incident,0,5,0
yeah get the unlimited,0,4,0
cthen i thk shd b enuff still got conclusion n contents pg n references i will b doing da contents pg n cover pg,0,24,0
forgot it takes me 3 years to shower sorry where you at your phone dead yet,0,16,1
got wat to buy tell us then no need to come in again,0,13,0
when you are big god will bring success,0,8,0
bin awarded to play 4 instant cash call 08715203028 to claim every 9th player wins min optout 08718727870,1,18,4
we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham,0,27,0
not from this campus are you in the library,0,9,0
the affidavit says and lt and gt e twiggs st division g courtroom and lt and gt and lt time and gt am i will double check and text you again tomorrow,0,32,0
how will i creep on you now,0,7,0
tell your friends what you plan to do on valentines day and lt url and gt,0,16,0
if i get there before you after your ten billion calls and texts so help me god,0,17,0
purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,0,25,0
told him that returned it that should i re order it,0,11,0
is the murderer coz the man was murdered on and lt and gt th january as public holiday all govt instituitions are closed including post office,0,26,0
depends on where u going lor,0,6,0
and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,0,29,0
freemsg fav xmas tones reply real,1,6,0
lil fever now fine,0,4,0
i think all still in my car,0,7,0
can a not,0,3,0
december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1,27,2
yes princess i want to catch you with my big strong hands,0,12,0
oh yeah i forgot u can only take 2 out shopping at once,0,13,1
mm so you asked me not to call radio,0,9,0
thinkin about someone is all good no drugs for that,0,10,0
say this slowly god i love you and amp i need you clean my heart with your blood send this to ten special people and amp u c miracle tomorrow do it pls pls do it,0,36,0
enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,0,27,0
alright if sure let me know when leaving,0,8,0
some are lasting as much as 2 hours you might get lucky,0,12,1
genius up how your brother pls send his number to my skype,0,12,0
gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,1,27,9
thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join,0,28,1
do not forget who owns you and private property you are and be my good boy always passionate kiss,0,19,0
interflora not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,1,20,2
oh god taken the teeth is it paining,0,8,0
romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,1,26,0
then u ask darren go n pick u lor but i oso sian tmr haf 2 meet lect,0,18,1
no need to buy lunch for me i eat maggi mee,0,11,0
congratulations thanks to a good friend u have won the 000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute,1,25,4
ok lor,0,2,0
oh right ok i will make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,0,33,0
wife how she knew the time of murder exactly,0,9,0
send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,1,31,10
howz that persons story,0,4,0
thanx 4 sending me home,0,5,1
its normally hot mail com you see,0,7,0
won tkts to the euro2004 cup final or cash to collect call 09058099801 b4190604 pobox 7876150ppm,1,16,4
u sick still can go shopping,0,6,0
ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,0,24,0
nice nice how is it working,0,6,0
reach home call me,0,4,0
were trying to find a chinese food place around here,0,10,0
easy mate guess the quick drink was bit ambitious,0,9,0
babe i miiiiiiissssssssss you i need you i crave you geeee ii am so sad without you babe i love you,0,21,0
ok thanx,0,2,0
aathi where are you dear,0,5,0
tunji the queen how are you doing this is just wishing you a great day abiola,0,16,0
today iz yellow rose day if u love my frndship give me 1 misscall and amp send this to ur frndz and amp see how many miss calls u get if u get 6missed u marry ur lover,0,38,2
will be out of class in a few hours sorry,0,10,0
wat time u finish ur lect today,0,7,0
jamster get the crazy frog sound now for poly text mad1 for real text mad2 to 88888 6 crazy sounds for just 3 gbp week 16 only t and apply,1,30,6
sad story of a man last week was my b woulday my wife wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b woulday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,0,116,2
your chance to be on a reality fantasy show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,1,30,6
fine good to hear from you how are you my dear happy new year oh,0,15,0
are you going to wipro interview today,0,7,0
how tall are you princess,0,5,0
i doubt you could handle 5 times per night in any case,0,12,1
haha hope can hear the receipt sound gd luck,0,9,0
your gonna be the death if me ii am gonna leave a note that says its all robs fault avenge me,0,21,0
japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,0,62,0
today ii am not workin but not free oso gee thgt u workin at ur shop,0,16,0
in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,0,33,1
do you know why god created gap between your fingers so that one who is made for you comes and amp fills those gaps by holding your hand with love,0,30,0
i want to be there so i can kiss you and feel you next to me,0,16,0
i am not at all happy with what you saying or doing,0,12,0
adult 18 content your video will be with you shortly,1,10,1
ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,0,28,0
what ii am saying is if you explicitly told nora i know someone ii am probably just not gonna bother,0,20,0
he says hi and to get your ass back to south tampa preferably at a kegger,0,16,0
smith waste da i wanna gayle,0,6,0
mum sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,0,28,0
aight tomorrow around and lt and gt it is,0,9,0
is the murderer coz the man was murdered on and lt and gt th january as public holiday all govt instituitions are closed including post office understand,0,27,0
your chance to be on a reality fantasy show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,1,30,6
i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at 7 how was your night,0,30,1
see you there,0,3,0
i dont understand your message,0,5,0
crucify is c not s you should have told me earlier,0,11,0
idk you keep saying that not but since he moved we keep butting heads over freedom vs responsibility and ii am tired i have so much other shit to deal with that ii am barely keeping myself together once this gets added to it,0,44,0
fuck cedar key and fuck her come over anyway tho,0,10,0
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,22,0
hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,1,29,6
u still painting ur wall,0,5,0
last chance claim ur worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz 00 sub 16,1,25,5
printer is cool i mean groovy wine is groovying,0,9,0
hi rent has been transfred to ur acnt,0,8,0
anything lor is she coming,0,5,0
cbe is really good nowadays lot of shop and showrooms city is shaping good,0,14,0
still attending da talks,0,4,0
no probs hon how u doinat the mo,0,8,0
k i will take care of it,0,7,0
i take it we have the phone callon friday can we assume we will not have it this year now,0,20,0
my battery is low babe,0,5,0
shuhui has bought present a swatch watch,0,7,0
yeah quite a bit left i will swing by tomorrow when i get up,0,14,0
babe you said 2 hours and been almost 4 is your internet down,0,13,2
k i will be sure to get up before noon and see what,0,13,0
k k yesterday i was in cbe,0,7,0
went to ganesh dress shop,0,5,0
pdate now double mins and 1000 txts on orange tariffs latest motorola sonyericsson and nokia and bluetooth free call mobileupd8 on 08000839402 or call2optout yhl,1,25,4
collecting ur laptop then going to configure da settings izzit,0,10,0
if you r home then come down within 5 min,0,10,1
aight i should be there by 8 at the latest probably closer to 7 are jay and tyler down or should we just do two trips,0,26,2
come aftr and lt decimal and gt now i m cleaning the house,0,13,0
ur is currently 500 pounds to maximize ur now send cash to 86688 only 150p msg cc 08718720201 po box 114 14 tcr w1,1,24,7
bill as in are there any letters for me expecting one from orange that a bill but may still say orange on it,0,23,0
tell me pa how is pain de,0,7,0
hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,0,35,1
ha you know either i did a a clever but simple thing with pears the other day perfect for christmas,0,20,0
helloooo wake up this with full of gud,0,8,0
alrite,0,1,0
why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,0,27,0
urgent your mobile number has been awarded with a prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only,1,21,3
how do you guys go to see movies on your side,0,11,0
sorry in meeting i will call later,0,7,0
you have to tell me that now ii am thinking plus going to stop all your runs,0,17,0
kindly send some one to our flat before and lt decimal and gt today,0,14,0
sorry u can not unsubscribe yet the mob offer package has a min term of 54 weeks pls resubmit request after expiry reply themob help 4 more info,1,28,2
nothing lor a bit bored too then y dun u go home early 2 sleep today,0,16,1
what time should i tell my friend to be around,0,10,0
yes that will be fine love you be safe,0,9,0
thanks chikku gud nyt,0,4,0
is xy in ur car when u picking me up,0,10,0
thanx 4 the time spent 2geva its bin mint ur my baby and all i want is u xxxx,0,19,2
yo any way we could pick something up tonight,0,9,0
not sent it he can send me,0,7,0
fine am simply sitting,0,4,0
thts gift for birds as humans hav some natural gift frm god,0,12,0
are you coming to day for class,0,7,0
im done just studyn in library,0,6,0
ok u enjoy ur shows,0,5,0
anything,0,1,0
where wuld i be without my baby the thought alone mite break me and i wanna go crazy but everyboy needs his lady xxxxxxxx,0,24,0
my dear doing sleeping ah,0,5,0
test on and lt and gt rd,0,7,0
only 2 students solved this cat question in 5 3 2 and lt and gt 9 2 4 and lt and gt 8 6 3 and lt and gt then 7 2 5 tell me the answer if u r brilliant 1thing i got d answr,0,46,14
yo do you know anyone and lt and gt or otherwise able to buy liquor our guy flaked and right now if we do not get a hold of somebody its just 4 loko all night,0,36,1
yup n her fren lor ii am meeting my fren at 730,0,12,1
yeah we got one lined up for us,0,8,0
and stop wondering is she ever going to stop me because i will tm you whenever i want because you are mine laughs,0,23,0
lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,0,18,0
hey booked the pilates and yoga lesson already haha,0,9,0
are you ok what happen to behave like this,0,9,0
you have 1 new message please call 08712400200,1,8,2
my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,0,22,1
hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about 3,0,29,1
no message no responce what happend,0,6,0
we currently have a message awaiting your collection to collect your message just call 08718723815,1,15,1
hey babe sorry i get sooner gary can come and fix it cause he thinks he knows what it is but he go as far a ptbo and he says it will cost and lt and gt bucks i do not know if it might be cheaper to find someone there we do not have any second hand machines at all right now let me know what you want to do babe,0,72,0
make that 3 4 fucks sake x,0,7,2
leave it u will always be ignorant,0,7,0
nope but i will b going 2 sch on fri quite early lor cos mys sis got paper in da morn,0,21,1
at bruce b downs and amp fletcher now,0,8,0
where are you you said you would be here when i woke,0,12,0
hey now am free you can call me,0,8,0
tell me whos this pls,0,5,0
urgent your mobile was awarded a 500 bonus caller prize on 27 6 03 our final attempt 2 contact u call 08714714011,1,22,6
think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,0,22,0
id have to check but only like 1 bowls worth left,0,11,1
yes there were many sweets,0,5,0
i would but ii am still cozy and exhausted from last night nobody went to school or work everything is closed,0,21,0
u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,1,28,4
buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,0,28,0
sir send to group mail check it,0,7,0
ii am doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages,0,31,1
nowhere ikno doesdiscount,0,3,0
you dont know you jabo me abi,0,7,0
do you ever notice that when driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,1,24,0
not yet had ya sapna aunty manege y woulday hogidhe chinnu full weak and swalpa black agidhane,0,17,0
are you being good baby,0,5,0
neft transaction with reference number and lt and gt for rs and lt decimal and gt has been credited to the beneficiary account on and lt and gt at and lt time and gt and lt and gt,0,38,0
mostly sports type lyk footbl crckt,0,6,0
ma head dey swell oh thanks for making my day,0,10,0
u should make a fb list,0,6,0
height of confidence all the aeronautics professors wer calld and amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he said it is made by my students,0,53,2
